2083,Maria_83,4.3
2084,Diana_84,0.7
2085,Laura_85,0.7
2086,Pedro_86,3.8
2087,Sofia_87,2.3
2088,Diego_88,1.0
2089,Ana_89,1.9
2090,Andres_90,2.0
2091,Carlos_91,3.7
2092,Juanse_92,4.1
2093,Maria_93,1.4
2094,Diana_94,0.3
2095,Laura_95,5.0
2096,Pedro_96,2.3
2097,Sofia_97,1.0
2098,Diego_98,3.3
2099,Ana_99,4.3
2100,Andres_100,4.7
2101,Carlos_101,1.2
2102,Juanse_102,0.7
2103,Maria_103,3.6
2104,Diana_104,2.1
2105,Laura_105,3.5
2106,Pedro_106,0.7
2107,Sofia_107,1.2
2108,Diego_108,2.3
2109,Ana_109,1.6
2110,Andres_110,0.5
2111,Carlos_111,4.0
2112,Juanse_112,4.0
2113,Maria_113,0.2
2114,Diana_114,3.6
2115,Laura_115,3.6
2116,Pedro_116,3.4
2117,Sofia_117,4.8
2118,Diego_118,4.4
2119,Ana_119,4.8
2120,Andres_120,3.4
2121,Carlos_121,3.4
2122,Juanse_122,4.8
2123,Maria_123,4.5
2124,Diana_124,0.6
2125,Laura_125,4.4
2126,Pedro_126,3.4
2127,Sofia_127,1.6
2128,Diego_128,4.0
2129,Ana_129,1.3
2130,Andres_130,1.1
2131,Carlos_131,3.6
2132,Juanse_132,1.4
2133,Maria_133,0.9
2134,Diana_134,1.5
2135,Laura_135,4.1
2136,Pedro_136,0.5
2137,Sofia_137,3.0
2138,Diego_138,3.4
2139,Ana_139,4.4
2140,Andres_140,0.5
2141,Carlos_141,2.1
2142,Juanse_142,2.4
2143,Maria_143,3.0
2144,Diana_144,3.1
2145,Laura_145,4.8
2146,Pedro_146,3.1
2147,Sofia_147,0.4
2148,Diego_148,3.1
2149,Ana_149,4.6
2151,Carlos_151,1.0
2152,Juanse_152,1.7
2153,Maria_153,0.4
2154,Diana_154,1.2
2155,Laura_155,2.0
2156,Pedro_156,1.7
2157,Sofia_157,2.9
2158,Diego_158,3.7
2159,Ana_159,2.2
2160,Andres_160,3.4
2161,Carlos_161,1.4
2162,Juanse_162,1.3
2163,Maria_163,4.3
2164,Diana_164,0.1
2165,Laura_165,1.2
2166,Pedro_166,0.2
2167,Sofia_167,2.8
2168,Diego_168,1.3
2169,Ana_169,3.8
2170,Andres_170,3.5
2171,Carlos_171,2.3
2172,Juanse_172,0.1
2173,Maria_173,1.4
2174,Diana_174,0.1
2175,Laura_175,4.0
2176,Pedro_176,2.8
2177,Sofia_177,0.0
2178,Diego_178,2.4
2179,Ana_179,2.6
2180,Andres_180,3.6
2181,Carlos_181,4.0
2182,Juanse_182,3.8
2183,Maria_183,3.1
2184,Diana_184,3.5
2185,Laura_185,3.7
2186,Pedro_186,1.4
2187,Sofia_187,1.3
2188,Diego_188,0.5
2189,Ana_189,4.5
2190,Andres_190,2.1
2191,Carlos_191,0.6
2192,Juanse_192,4.8
2193,Maria_193,0.1
2194,Diana_194,1.9
2195,Laura_195,2.3
2196,Pedro_196,4.6
2197,Sofia_197,3.2
2198,Diego_198,3.9
2199,Ana_199,2.5
2200,Andres_200,0.4
2201,Carlos_201,1.4
2202,Juanse_202,2.0
2203,Maria_203,0.6
2204,Diana_204,4.5
2205,Laura_205,4.0
2206,Pedro_206,2.3
2207,Sofia_207,1.9
2208,Diego_208,3.6
2209,Ana_209,2.2
2210,Andres_210,1.9
2211,Carlos_211,1.2
2212,Juanse_212,4.3
2213,Maria_213,2.9
2214,Diana_214,4.8
2215,Laura_215,3.1
2216,Pedro_216,4.7
2217,Sofia_217,2.3
2218,Diego_218,2.5
2219,Ana_219,0.9
2220,Andres_220,4.2
2221,Carlos_221,3.8
2222,Juanse_222,2.8
2223,Maria_223,4.4
2224,Diana_224,1.4
2225,Laura_225,4.1
2226,Pedro_226,2.4
2227,Sofia_227,0.4
2228,Diego_228,2.1
2229,Ana_229,4.6
2230,Andres_230,1.7
2231,Carlos_231,3.9
2232,Juanse_232,1.6
2233,Maria_233,5.0
2234,Diana_234,0.8
2235,Laura_235,2.8
2236,Pedro_236,0.0
2237,Sofia_237,4.7
2238,Diego_238,0.4
2239,Ana_239,3.8
2240,Andres_240,0.1
2241,Carlos_241,3.9
2242,Juanse_242,1.1
2243,Maria_243,3.4
2244,Diana_244,3.5
2245,Laura_245,3.7
2246,Pedro_246,4.9
2247,Sofia_247,4.8
2248,Diego_248,1.1
2249,Ana_249,0.0
2250,Andres_250,4.0
2251,Carlos_251,1.9
2252,Juanse_252,4.8
2253,Maria_253,4.0
2254,Diana_254,0.2
2255,Laura_255,1.9
2256,Pedro_256,4.7
2257,Sofia_257,5.0
2258,Diego_258,2.1
2259,Ana_259,2.6
2260,Andres_260,1.3
2261,Carlos_261,2.1
2262,Juanse_262,4.4
2263,Maria_263,2.6
2264,Diana_264,3.5
2265,Laura_265,0.1
2266,Pedro_266,3.5
2267,Sofia_267,0.2
2268,Diego_268,2.1
2269,Ana_269,1.4
2270,Andres_270,1.3
2271,Carlos_271,1.1
2272,Juanse_272,2.0
2273,Maria_273,1.9
2274,Diana_274,2.7
2275,Laura_275,2.6
2276,Pedro_276,1.5
2277,Sofia_277,4.6
2278,Diego_278,2.3
2279,Ana_279,0.3
2280,Andres_280,1.1
2281,Carlos_281,4.1
2282,Juanse_282,4.0
2283,Maria_283,3.0
2284,Diana_284,0.5
2285,Laura_285,1.0
2286,Pedro_286,1.9
2287,Sofia_287,4.7
2288,Diego_288,0.4
2289,Ana_289,3.3
2290,Andres_290,4.5
2291,Carlos_291,4.7
2292,Juanse_292,1.9
2293,Maria_293,0.3
2294,Diana_294,0.6
2295,Laura_295,2.6
2296,Pedro_296,2.9
2297,Sofia_297,3.0
2298,Diego_298,2.7
2299,Ana_299,2.1
2300,Andres_300,2.5
